source,ra,dec,reference,band,magnitude,magnitude_error,spectral_type_string,spectral_type_code,spectral_type_reference
2MASS J07511645-2530432,117.81854,-25.512,Phan08,2MASS.J,13.161,0.024,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,2MASS.J,13.161,0.024,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,2MASS.Ks,11.991,0.024,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,2MASS.Ks,11.991,0.024,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,Cousins.I,16.39,0.005,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,Cousins.I,16.39,0.005,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,Cousins.R,18.86,0.02,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,Cousins.R,18.86,0.02,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,DENIS.I,16.53,0.07,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,DENIS.I,16.53,0.07,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,DENIS.J,13.221,0.07,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,DENIS.J,13.221,0.07,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,DENIS.Ks,12.071,0.11,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,DENIS.Ks,12.071,0.11,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA2.G,17.951147079467773,0.0014410289581019153,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA2.G,17.951147079467773,0.0014410289581019153,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA2.Grp,16.325267791748047,0.005782657410407683,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA2.Grp,16.325267791748047,0.005782657410407683,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA3.G,17.950481414794922,0.001236737100526106,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA3.G,17.950481414794922,0.001236737100526106,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA3.Grp,16.355745315551758,0.002788105963892863,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,GAIA3.Grp,16.355745315551758,0.002788105963892863,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,Johnson.V,21.66,0.045,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,Johnson.V,21.66,0.045,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.i,17.57,0.01,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.i,17.57,0.01,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.r,20.06,0.02,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.r,20.06,0.02,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.y,15.04,0.01,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.y,15.04,0.01,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.z,16.03,0.01,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,PAN-STARRS/PS1.z,16.03,0.01,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.H,12.567,0.024,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.H,12.567,0.024,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.J,13.104,0.024,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.J,13.104,0.024,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.K,11.969,0.024,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.K,11.969,0.024,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.Y,14.149,0.055,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WFCAM.Y,14.149,0.055,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W1,11.67,0.023,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W1,11.67,0.023,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W1,11.708,0.011,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W1,11.708,0.011,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W2,11.446,0.023,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W2,11.446,0.023,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W2,11.458,0.009,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W2,11.458,0.009,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W3,11.291,0.131,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W3,11.291,0.131,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W3,11.054,0.125,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W3,11.054,0.125,L1.5,71.5,Phan08
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W4,9.482,,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,WISE.W4,9.482,,L1.5,71.5,Phan08
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.H,13.828,0.033,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.H,13.828,0.033,L2.1:,72.1,Bard14
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.J,14.523,0.035,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.J,14.523,0.035,L2.1:,72.1,Bard14
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.K,13.289,0.033,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.K,13.289,0.033,L2.1:,72.1,Bard14
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.Y,15.574,0.061,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WFCAM.Y,15.574,0.061,L2.1:,72.1,Bard14
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WISE.W1,12.887,0.014,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WISE.W1,12.887,0.014,L2.1:,72.1,Bard14
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WISE.W2,12.619,0.01,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WISE.W2,12.619,0.01,L2.1:,72.1,Bard14
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WISE.W3,12.617,0.462,L0,70.0,Mart10
DENIS J2139136-352950,324.8069,-35.4974,Mart10,WISE.W3,12.617,0.462,L2.1:,72.1,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,2MASS.H,13.331,0.027,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,2MASS.H,13.331,0.027,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,2MASS.J,14.294,0.027,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,2MASS.J,14.294,0.027,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,2MASS.Ks,12.623,0.021,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,2MASS.Ks,12.623,0.021,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA2.G,19.247447967529297,0.005255660130732919,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA2.G,19.247447967529297,0.005255660130732919,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA2.Grp,17.671476364135742,0.02504598751457154,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA2.Grp,17.671476364135742,0.02504598751457154,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA3.G,19.316064834594727,0.009469664001738504,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA3.G,19.316064834594727,0.009469664001738504,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA3.Grp,17.71878433227539,0.020010561791805728,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,GAIA3.Grp,17.71878433227539,0.020010561791805728,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.i,18.75,0.02,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.i,18.75,0.02,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.r,20.88,0.06,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.r,20.88,0.06,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.y,16.44,0.02,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.y,16.44,0.02,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.z,17.38,0.02,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,PAN-STARRS/PS1.z,17.38,0.02,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WFCAM.H,13.407,0.021,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WFCAM.H,13.407,0.021,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WFCAM.J,14.205,0.004,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WFCAM.J,14.205,0.004,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WFCAM.K,12.553,0.002,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WFCAM.K,12.553,0.002,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WISE.W1,12.199,0.018,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WISE.W1,12.199,0.018,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WISE.W2,11.919,0.011,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WISE.W2,11.919,0.011,L2.8,72.8,Bard14
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WISE.W3,11.374,0.173,L2.5,72.5,Kirk00
2MASSI J1029216+162652,157.3404,16.4477,Kirk00,WISE.W3,11.374,0.173,L2.8,72.8,Bard14
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,2MASS.H,15.605,0.126,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,2MASS.J,16.741,0.152,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,2MASS.Ks,14.754,0.101,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,PAN-STARRS/PS1.y,19.21,0.02,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,PAN-STARRS/PS1.z,20.26,0.04,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,WFCAM.J,16.88,0.022,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,WFCAM.K,14.74,0.101,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,WISE.W1,14.049,0.013,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,WISE.W2,13.723,0.012,L4,74.0,Chiu06
SDSS J161731.65+401859.7,244.3819,40.3167,Chiu06,WISE.W3,12.834,0.357,L4,74.0,Chiu06
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,2MASS.H,13.772,0.042,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,2MASS.H,13.772,0.042,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,2MASS.J,14.64,0.034,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,2MASS.J,14.64,0.034,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,2MASS.Ks,13.239,0.035,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,2MASS.Ks,13.239,0.035,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA2.G,19.525537490844727,0.004417840235101488,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA2.G,19.525537490844727,0.004417840235101488,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA2.Grp,17.856319427490234,0.02054609584340541,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA2.Grp,17.856319427490234,0.02054609584340541,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA3.G,19.501914978027344,0.0028154980828447823,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA3.G,19.501914978027344,0.0028154980828447823,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA3.Grp,17.938858032226562,0.0122544219681062,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,GAIA3.Grp,17.938858032226562,0.0122544219681062,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.i,19.12,0.03,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.i,19.12,0.03,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.r,21.27,0.08,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.r,21.27,0.08,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.y,16.6,0.01,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.y,16.6,0.01,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.z,17.56,0.01,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,PAN-STARRS/PS1.z,17.56,0.01,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WFCAM.H,13.848,0.035,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WFCAM.H,13.848,0.035,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WFCAM.J,14.574,0.005,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WFCAM.J,14.574,0.005,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WFCAM.K,13.221,0.004,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WFCAM.K,13.221,0.004,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WISE.W1,12.791,0.011,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WISE.W1,12.791,0.011,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WISE.W2,12.547,0.009,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WISE.W2,12.547,0.009,L1.5,71.5,Kirk00
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WISE.W3,12.216,0.26,L1.5,71.5,Bard14
2MASSW J1411175+393636,212.8225,39.6101,Kirk00,WISE.W3,12.216,0.26,L1.5,71.5,Kirk00
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,PAN-STARRS/PS1.y,19.26,0.09,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,PAN-STARRS/PS1.z,20.58,0.09,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,WFCAM.H,16.39,0.06,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,WFCAM.J,16.66,0.01,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,WFCAM.K,16.31,0.04,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,WFCAM.Y,17.98,0.01,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,WISE.W1,15.988,0.03,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,WISE.W2,15.133,0.038,T3.5,83.5,Albe11
CFBDS J193430.36-214221.0,293.626,-21.7059,Delo08.469,Wircam.Y,17.98,0.01,T3.5,83.5,Albe11
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.H,14.284,0.041,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.H,14.284,0.041,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.H,14.284,0.041,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.J,15.565,0.049,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.J,15.565,0.049,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.J,15.565,0.049,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.Ks,13.448,0.043,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.Ks,13.448,0.043,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,2MASS.Ks,13.448,0.043,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA2.G,21.119382858276367,0.017295125256623838,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA2.G,21.119382858276367,0.017295125256623838,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA2.G,21.119382858276367,0.017295125256623838,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA3.G,21.061092376708984,0.01558373017330909,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA3.G,21.061092376708984,0.01558373017330909,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA3.G,21.061092376708984,0.01558373017330909,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA3.Grp,19.418758392333984,0.056380067887691565,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA3.Grp,19.418758392333984,0.056380067887691565,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,GAIA3.Grp,19.418758392333984,0.056380067887691565,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,IRAC.I1,12.24,0.01,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,IRAC.I1,12.24,0.01,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,IRAC.I1,12.24,0.01,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,IRAC.I2,12.28,0.02,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,IRAC.I2,12.28,0.02,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,IRAC.I2,12.28,0.02,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WFCAM.J,15.46,0.01,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WFCAM.J,15.46,0.01,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WFCAM.J,15.46,0.01,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WISE.W2,12.159,0.008,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WISE.W2,12.159,0.008,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WISE.W2,12.159,0.008,L5 beta,75.0,Cruz09
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WISE.W3,11.518,0.107,L4.2 INT-G,74.2,Fahe16
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WISE.W3,11.518,0.107,L5,75.0,Manj19
2MASSI J0421072-630602,65.2799583,-63.100625,Missing,WISE.W3,11.518,0.107,L5 beta,75.0,Cruz09
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,PAN-STARRS/PS1.y,20.13,0.1,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WFCAM.H,17.701,0.047,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WFCAM.J,17.279,0.018,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WFCAM.K,17.775,0.123,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WFCAM.Y,18.54,0.031,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WISE.W1,17.021,0.06,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WISE.W2,15.124,0.035,T6,86.0,Burn13
ULAS J115229.68+035927.3,178.1235,3.9908,Scho12,WISE.W3,12.481,0.497,T6,86.0,Burn13
PSO J135.0395+32.0845,135.0399,32.0846,Best15,2MASS.H,15.1,0.08,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,2MASS.J,15.84,0.07,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,2MASS.Ks,14.5,0.09,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,GAIA2.G,20.79377555847168,0.012015148189877126,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,GAIA2.Grp,19.042482376098633,0.05705946487881694,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,GAIA3.G,20.687353134155273,0.008294624863628903,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,GAIA3.Grp,19.08319091796875,0.039834505150958766,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,PAN-STARRS/PS1.i,20.17,0.02,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,PAN-STARRS/PS1.y,17.74,0.01,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,PAN-STARRS/PS1.z,18.73,0.01,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,WFCAM.H,15.035,0.014,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,WFCAM.J,15.761,0.016,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,WFCAM.K,14.412,0.026,L1.5 FLD-G,71.5,Best15
PSO J135.0395+32.0845,135.0399,32.0846,Best15,WFCAM.Y,16.865,0.053,L1.5 FLD-G,71.5,Best15
2MASS J12195156+3128497,184.9648333,31.480475,Missing,2MASS.H,14.907,0.074,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,2MASS.H,14.907,0.074,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,2MASS.J,15.913,0.082,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,2MASS.J,15.913,0.082,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,2MASS.Ks,14.305,0.072,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,2MASS.Ks,14.305,0.072,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,IRAC.I1,13.04,0.01,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,IRAC.I1,13.04,0.01,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,IRAC.I2,12.91,0.02,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,IRAC.I2,12.91,0.02,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,PAN-STARRS/PS1.y,18.18,0.02,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,PAN-STARRS/PS1.y,18.18,0.02,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,PAN-STARRS/PS1.z,19.34,0.01,L8,78.0,Chiu06
2MASS J12195156+3128497,184.9648333,31.480475,Missing,PAN-STARRS/PS1.z,19.34,0.01,L8,78.0,Manj19
2MASS J12195156+3128497,184.9648333,31.480475,Missing,WFCAM.H,15.025,0.007,L8,78.0,Chiu06
